1.478089961892692400e-05,-9.699990272521972700e+00,-1.488119960413314400e-05
3.404920101165771500e-01,-9.731559753417968700e+00,0.000000000000000000e+00
6.865090131759643600e-01,-9.763629913330078100e+00,0.000000000000000000e+00
1.034829974174499500e+00,-9.795920372009277300e+00,0.000000000000000000e+00
1.384369969367981000e+00,-9.827679634094238300e+00,0.000000000000000000e+00
1.734130024909973100e+00,-9.859069824218750000e+00,0.000000000000000000e+00
2.084130048751831100e+00,-9.890489578247070300e+00,0.000000000000000000e+00
2.434550046920776400e+00,-9.921549797058105500e+00,0.000000000000000000e+00
2.784800052642822300e+00,-9.951569557189941400e+00,0.000000000000000000e+00
3.135459899902343700e+00,-9.980839729309082000e+00,0.000000000000000000e+00
3.485939979553222700e+00,-1.000959968566894500e+01,0.000000000000000000e+00
3.837029933929443400e+00,-1.003699970245361300e+01,0.000000000000000000e+00
4.188260078430175800e+00,-1.006369972229003900e+01,0.000000000000000000e+00
4.539110183715820300e+00,-1.008920001983642600e+01,0.000000000000000000e+00
4.890520095825195300e+00,-1.011340045928955100e+01,0.000000000000000000e+00
5.241600036621093800e+00,-1.013679981231689500e+01,0.000000000000000000e+00
5.593510150909423800e+00,-1.015799999237060500e+01,0.000000000000000000e+00
5.945590019226074200e+00,-1.017840003967285200e+01,0.000000000000000000e+00
6.297080039978027300e+00,-1.019690036773681600e+01,0.000000000000000000e+00
6.649290084838867200e+00,-1.021380043029785200e+01,0.000000000000000000e+00
7.001009941101074200e+00,-1.022949981689453100e+01,0.000000000000000000e+00
7.353720188140869100e+00,-1.024260044097900400e+01,0.000000000000000000e+00
7.706610202789306600e+00,-1.025469970703125000e+01,0.000000000000000000e+00
8.058890342712402300e+00,-1.026490020751953100e+01,0.000000000000000000e+00
8.412039756774902300e+00,-1.027330017089843700e+01,0.000000000000000000e+00
8.765000343322753900e+00,-1.028059959411621100e+01,0.000000000000000000e+00
9.116939544677734400e+00,-1.028520011901855500e+01,0.000000000000000000e+00
9.469429969787597700e+00,-1.028880023956298800e+01,0.000000000000000000e+00
9.821450233459472700e+00,-1.029049968719482400e+01,0.000000000000000000e+00
1.017450046539306600e+01,-1.029030036926269500e+01,0.000000000000000000e+00
1.052750015258789100e+01,-1.028919982910156200e+01,0.000000000000000000e+00
1.087909984588623000e+01,-1.028530025482177700e+01,0.000000000000000000e+00
1.123139953613281200e+01,-1.028030014038085900e+01,0.000000000000000000e+00
1.158320045471191400e+01,-1.027359962463378900e+01,0.000000000000000000e+00
1.193579959869384800e+01,-1.026490020751953100e+01,0.000000000000000000e+00
1.228829956054687500e+01,-1.025520038604736300e+01,0.000000000000000000e+00
1.263899993896484400e+01,-1.024279975891113300e+01,0.000000000000000000e+00
1.298980045318603500e+01,-1.022929954528808600e+01,0.000000000000000000e+00
1.333920001983642600e+01,-1.021389961242675800e+01,0.000000000000000000e+00
1.368809986114502000e+01,-1.019670009613037100e+01,0.000000000000000000e+00
1.403549957275390600e+01,-1.017720031738281200e+01,0.000000000000000000e+00
1.437899971008300800e+01,-1.015540027618408200e+01,0.000000000000000000e+00
1.471850013732910200e+01,-1.013140010833740200e+01,0.000000000000000000e+00
1.505300045013427700e+01,-1.010550022125244100e+01,0.000000000000000000e+00
1.538129997253418000e+01,-1.007750034332275400e+01,0.000000000000000000e+00
1.570219993591308600e+01,-1.004769992828369100e+01,0.000000000000000000e+00
