1.478089961892692400e-05,-9.699990272521972700e+00,-1.488119960413314400e-05
1.358410008833743600e-05,-9.698710441589355500e+00,-1.479440033435821500e-01
3.404920101165771500e-01,-9.731559753417968700e+00,0.000000000000000000e+00
3.431879878044128400e-01,-9.730520248413085900e+00,-1.484829932451248200e-01
1.354859978164313400e-05,-9.695159912109375000e+00,-2.954649925231933600e-01
3.450140058994293200e-01,-9.727109909057617200e+00,-2.966760098934173600e-01
6.865090131759643600e-01,-9.763629913330078100e+00,0.000000000000000000e+00
6.894630193710327100e-01,-9.762610435485839800e+00,-1.486729979515075700e-01
6.917830109596252400e-01,-9.759229660034179700e+00,-2.972599864006042500e-01
1.353570041828788800e-05,-9.689350128173828100e+00,-4.427419900894165000e-01
3.462840020656585700e-01,-9.721369743347168000e+00,-4.446269869804382300e-01
6.936020255088806200e-01,-9.753499984741210900e+00,-4.457010030746460000e-01
1.034829974174499500e+00,-9.795920372009277300e+00,0.000000000000000000e+00
1.037580013275146500e+00,-9.794870376586914100e+00,-1.489440053701400800e-01
1.039939999580383300e+00,-9.791480064392089800e+00,-2.978650033473968500e-01
1.041919946670532200e+00,-9.785730361938476600e+00,-4.466960132122039800e-01
1.353419975202996300e-05,-9.681280136108398400e+00,-5.898749828338623000e-01
3.471870124340057400e-01,-9.713310241699218700e+00,-5.923699736595153800e-01
6.950200200080871600e-01,-9.745439529418945300e+00,-5.939620137214660600e-01
1.043570041656494100e+00,-9.777649879455566400e+00,-5.953869819641113300e-01
1.384369969367981000e+00,-9.827679634094238300e+00,0.000000000000000000e+00
1.386829972267150900e+00,-9.826589584350585900e+00,-1.492850035429000900e-01
1.389070034027099600e+00,-9.823160171508789100e+00,-2.985489964485168500e-01
1.391059994697570800e+00,-9.817390441894531300e+00,-4.477410018444061300e-01
1.392779946327209500e+00,-9.809260368347168000e+00,-5.968149900436401400e-01
1.355400036118226100e-05,-9.670949935913085900e+00,-7.369509935379028300e-01
3.478389978408813500e-01,-9.702960014343261700e+00,-7.399169802665710400e-01
6.961209774017334000e-01,-9.735070228576660200e+00,-7.420240044593811000e-01
1.044899940490722700e+00,-9.767239570617675800e+00,-7.439029812812805200e-01
1.394209980964660600e+00,-9.798789978027343700e+00,-7.457339763641357400e-01
1.734130024909973100e+00,-9.859069824218750000e+00,0.000000000000000000e+00
1.736510038375854500e+00,-9.857970237731933600e+00,-1.496610045433044400e-01
1.738710045814514200e+00,-9.854519844055175800e+00,-2.992880046367645300e-01
1.740689992904663100e+00,-9.848710060119628900e+00,-4.488439857959747300e-01
1.742429971694946300e+00,-9.840539932250976600e+00,-5.982909798622131300e-01
1.743899941444397000e+00,-9.830019950866699200e+00,-7.475960254669189500e-01
1.354760024696588500e-05,-9.658240318298339800e+00,-8.840669989585876500e-01
3.483369946479797400e-01,-9.690219879150390600e+00,-8.872619867324829100e-01
6.969779729843139600e-01,-9.722260475158691400e+00,-8.898599743843078600e-01
1.045969963073730500e+00,-9.754369735717773400e+00,-8.922079801559448200e-01
1.395390033721923800e+00,-9.785860061645507800e+00,-8.944579958915710400e-01
1.745120048522949200e+00,-9.817009925842285200e+00,-8.967159986495971700e-01
2.084130048751831100e+00,-9.890489578247070300e+00,0.000000000000000000e+00
2.086479902267456100e+00,-9.889380455017089800e+00,-1.500390022993087800e-01
2.088649988174438500e+00,-9.885899543762207000e+00,-3.000450134277343800e-01
2.090630054473877000e+00,-9.880060195922851600e+00,-4.499799907207489000e-01
2.092360019683837900e+00,-9.871850013732910200e+00,-5.998129844665527300e-01
2.093839883804321300e+00,-9.861269950866699200e+00,-7.495070099830627400e-01
2.095060110092163100e+00,-9.848179817199707000e+00,-8.990250229835510300e-01
1.351890023215673900e-05,-9.643090248107910200e+00,-1.030670046806335400e+00
3.487280011177063000e-01,-9.674989700317382800e+00,-1.034309983253479000e+00
6.976450085639953600e-01,-9.706959724426269500e+00,-1.037410020828247100e+00
1.046820044517517100e+00,-9.738989830017089800e+00,-1.040240049362182600e+00
1.396329998970031700e+00,-9.770400047302246100e+00,-1.042919993400573700e+00
1.746090054512023900e+00,-9.801469802856445300e+00,-1.045580029487609900e+00
2.096040010452270500e+00,-9.832559585571289100e+00,-1.048290014266967800e+00
2.434550046920776400e+00,-9.921549797058105500e+00,0.000000000000000000e+00
2.436779975891113300e+00,-9.920410156250000000e+00,-1.504299938678741500e-01
2.438889980316162100e+00,-9.916890144348144500e+00,-3.008199930191040000e-01
2.440819978713989300e+00,-9.911009788513183600e+00,-4.511379897594451900e-01
2.442529916763305700e+00,-9.902739524841308600e+00,-6.013529896736145000e-01
2.443989992141723600e+00,-9.892100334167480500e+00,-7.514370083808898900e-01
2.445199966430664100e+00,-9.878930091857910200e+00,-9.013440012931823700e-01
2.446150064468383800e+00,-9.863220214843750000e+00,-1.051010012626647900e+00
1.351219998468877700e-05,-9.625699996948242200e+00,-1.176900029182434100e+00
3.490070104598999000e-01,-9.657500267028808600e+00,-1.181089997291564900e+00
6.981319785118103000e-01,-9.689370155334472700e+00,-1.184689998626709000e+00
1.047449946403503400e+00,-9.721300125122070300e+00,-1.187989950180053700e+00
1.397029995918273900e+00,-9.752610206604003900e+00,-1.191100001335144000e+00
1.746819972991943400e+00,-9.783590316772460900e+00,-1.194190025329589800e+00
2.096760034561157200e+00,-9.814579963684082000e+00,-1.197309970855712900e+00
2.446850061416626000e+00,-9.845129966735839800e+00,-1.200420022010803200e+00
2.784800052642822300e+00,-9.951569557189941400e+00,0.000000000000000000e+00
2.787100076675415000e+00,-9.950429916381835900e+00,-1.508110016584396400e-01
2.789239883422851600e+00,-9.946900367736816400e+00,-3.015789985656738300e-01
2.791179895401001000e+00,-9.940979957580566400e+00,-4.522719979286193800e-01
2.792870044708252000e+00,-9.932669639587402300e+00,-6.028649806976318400e-01
2.794320106506347700e+00,-9.921970367431640600e+00,-7.533239722251892100e-01
2.795500040054321300e+00,-9.908729553222656300e+00,-9.036149978637695300e-01
2.796430110931396500e+00,-9.892930030822753900e+00,-1.053660035133361800e+00
2.797080039978027300e+00,-9.874739646911621100e+00,-1.203459978103637700e+00
1.351199989585438700e-05,-9.606060028076171900e+00,-1.322819948196411100e+00
3.491860032081604000e-01,-9.637740135192871100e+00,-1.327579975128173800e+00
6.984660029411315900e-01,-9.669489860534668000e+00,-1.331670045852661100e+00
1.047880053520202600e+00,-9.701310157775878900e+00,-1.335430026054382300e+00
1.397519946098327600e+00,-9.732509613037109400e+00,-1.338999986648559600e+00
1.747329950332641600e+00,-9.763369560241699200e+00,-1.342499971389770500e+00
2.097249984741210900e+00,-9.794249534606933600e+00,-1.346029996871948200e+00
2.447299957275390600e+00,-9.824689865112304700e+00,-1.349550008773803700e+00
2.797489881515502900e+00,-9.854189872741699200e+00,-1.352970004081726100e+00
3.135459899902343700e+00,-9.980839729309082000e+00,0.000000000000000000e+00
3.137700080871582000e+00,-9.979680061340332000e+00,-1.511819958686828600e-01
3.139810085296630900e+00,-9.976119995117187500e+00,-3.023169934749603300e-01
