0.000000000000000000e+00,1.000000000000000000e+00,7.731762402510000687e-01,nan
0.000000000000000000e+00,1.199999999999999956e+00,7.609063219380000076e-01,nan
0.000000000000000000e+00,1.399999999999999911e+00,7.435968927564999831e-01,nan
0.000000000000000000e+00,1.600000000000000089e+00,7.189769764954999642e-01,nan
0.000000000000000000e+00,1.800000000000000044e+00,6.841811525470000710e-01,nan
0.000000000000000000e+00,2.000000000000000000e+00,6.351470671324999095e-01,nan
0.000000000000000000e+00,2.200000000000000178e+00,5.681113652584999230e-01,nan
0.000000000000000000e+00,2.399999999999999911e+00,4.802887257694999912e-01,nan
0.000000000000000000e+00,2.600000000000000089e+00,3.715714331580000085e-01,nan
0.000000000000000000e+00,2.799999999999999822e+00,2.455967239465000063e-01,nan
0.000000000000000000e+00,3.000000000000000000e+00,1.093079761735000072e-01,nan
2.000000000000000111e-01,1.000000000000000000e+00,7.880278522695000065e-01,nan
2.000000000000000111e-01,1.199999999999999956e+00,7.790999038004999822e-01,nan
2.000000000000000111e-01,1.399999999999999911e+00,7.656365544500000064e-01,nan
2.000000000000000111e-01,1.600000000000000089e+00,7.456288116679999911e-01,nan
2.000000000000000111e-01,1.800000000000000044e+00,7.160642804619999913e-01,nan
2.000000000000000111e-01,2.000000000000000000e+00,6.731078155724999901e-01,nan
2.000000000000000111e-01,2.200000000000000178e+00,6.132105840820000209e-01,nan
2.000000000000000111e-01,2.399999999999999911e+00,5.329291416779999846e-01,nan
2.000000000000000111e-01,2.600000000000000089e+00,4.317734926235000104e-01,nan
2.000000000000000111e-01,2.799999999999999822e+00,3.130891846950000224e-01,nan
2.000000000000000111e-01,3.000000000000000000e+00,1.832962333915000019e-01,nan
4.000000000000000222e-01,1.000000000000000000e+00,8.011082286010000608e-01,nan
4.000000000000000222e-01,1.199999999999999956e+00,7.951040435809999529e-01,nan
4.000000000000000222e-01,1.399999999999999911e+00,7.848922159019999789e-01,nan
4.000000000000000222e-01,1.600000000000000089e+00,7.686582624500000183e-01,nan
4.000000000000000222e-01,1.800000000000000044e+00,7.435396841854999828e-01,nan
4.000000000000000222e-01,2.000000000000000000e+00,7.057340670795000381e-01,nan
4.000000000000000222e-01,2.200000000000000178e+00,6.512885391970000271e-01,nan
4.000000000000000222e-01,2.399999999999999911e+00,5.768504030540000382e-01,nan
4.000000000000000222e-01,2.600000000000000089e+00,4.815901324715000098e-01,nan
4.000000000000000222e-01,2.799999999999999822e+00,3.685148159935000001e-01,nan
4.000000000000000222e-01,3.000000000000000000e+00,2.436267742144999915e-01,nan
5.999999999999999778e-01,1.000000000000000000e+00,8.117009413354999703e-01,nan
5.999999999999999778e-01,1.199999999999999956e+00,8.081628984769999580e-01,nan
5.999999999999999778e-01,1.399999999999999911e+00,8.008078519374999260e-01,nan
5.999999999999999778e-01,1.600000000000000089e+00,7.877457137269999743e-01,nan
5.999999999999999778e-01,1.800000000000000044e+00,7.662983672484999786e-01,nan
5.999999999999999778e-01,2.000000000000000000e+00,7.327863566465000478e-01,nan
5.999999999999999778e-01,2.200000000000000178e+00,6.827343053175000120e-01,nan
5.999999999999999778e-01,2.399999999999999911e+00,6.128984881494999870e-01,nan
5.999999999999999778e-01,2.600000000000000089e+00,5.221100679524999233e-01,nan
5.999999999999999778e-01,2.799999999999999822e+00,4.130789626390000135e-01,nan
5.999999999999999778e-01,3.000000000000000000e+00,2.916432545654999986e-01,nan
8.000000000000000444e-01,1.000000000000000000e+00,8.200289320204999788e-01,nan
8.000000000000000444e-01,1.199999999999999956e+00,8.184614253624999947e-01,nan
8.000000000000000444e-01,1.399999999999999911e+00,8.134462482600000044e-01,nan
8.000000000000000444e-01,1.600000000000000089e+00,8.030644581079999789e-01,nan
8.000000000000000444e-01,1.800000000000000044e+00,7.846031679959999394e-01,nan
8.000000000000000444e-01,2.000000000000000000e+00,7.543243165669999417e-01,nan
8.000000000000000444e-01,2.200000000000000178e+00,7.078117031969999307e-01,nan
8.000000000000000444e-01,2.399999999999999911e+00,6.414523368305000695e-01,nan
8.000000000000000444e-01,2.600000000000000089e+00,5.539173306269999930e-01,nan
8.000000000000000444e-01,2.799999999999999822e+00,4.476928144685000110e-01,nan
8.000000000000000444e-01,3.000000000000000000e+00,3.285807916504999704e-01,nan
1.000000000000000000e+00,1.000000000000000000e+00,8.262807147194999313e-01,nan
1.000000000000000000e+00,1.199999999999999956e+00,8.264266092329999314e-01,nan
1.000000000000000000e+00,1.399999999999999911e+00,8.232365568590001015e-01,nan
1.000000000000000000e+00,1.600000000000000089e+00,8.149526346394999621e-01,nan
1.000000000000000000e+00,1.800000000000000044e+00,7.988641072385000985e-01,nan
1.000000000000000000e+00,2.000000000000000000e+00,7.710628013270000025e-01,nan
1.000000000000000000e+00,2.200000000000000178e+00,7.271258611855000442e-01,nan
1.000000000000000000e+00,2.399999999999999911e+00,6.633406191414999986e-01,nan
1.000000000000000000e+00,2.600000000000000089e+00,5.781105760194999998e-01,nan
1.000000000000000000e+00,2.799999999999999822e+00,4.738286773859999856e-01,nan
1.000000000000000000e+00,3.000000000000000000e+00,3.562840724175000418e-01,nan
1.199999999999999956e+00,1.000000000000000000e+00,8.306444692195000812e-01,nan
1.199999999999999956e+00,1.199999999999999956e+00,8.322067095320000440e-01,nan
