-5.354702438921624008e+00,1.964064118531133163e+00
-4.685844824653658591e+00,1.889742492221487158e+00
-4.026855051201315483e+00,1.822822221645093110e+00
-3.381872023076181399e+00,1.764760527231355125e+00
-2.750921907329136218e+00,1.716813926247767963e+00
-2.136817845758103296e+00,1.679791640102656025e+00
-1.541032425572073761e+00,1.652565300123222114e+00
-9.647847458477607496e-01,1.633630120651048401e+00
-4.077520171748287847e-01,1.622417006111638083e+00
1.310936725232750288e-01,1.619052527644470718e+00
6.548723676896743839e-01,1.623453890684475098e+00
1.166540739682824679e+00,1.634399825535894468e+00
1.665877032255079104e+00,1.650293950157254441e+00
2.155659800391538372e+00,1.669344824005683625e+00
2.638142565428567732e+00,1.690357477227262928e+00
3.113970683994726762e+00,1.712150896723918958e+00
3.584001999822519213e+00,1.734373283706466484e+00
4.049319193324728339e+00,1.757548954319730461e+00
4.509616281560414386e+00,1.782366949053196148e+00
4.965353284717590299e+00,1.809237565063403608e+00
5.417048949507383249e+00,1.838976475318298220e+00
5.862530112583034914e+00,1.871908883921526101e+00
6.301516716549490305e+00,1.908235332947633811e+00
6.733430643179905140e+00,1.949561722934886276e+00
7.154922577621631419e+00,1.995791596973333526e+00
7.566023888863952607e+00,2.047849845636529054e+00
7.962695315520032402e+00,2.105746797504335355e+00
8.345933586806797422e+00,2.169393349648474079e+00
8.712303545319644016e+00,2.238039165257184937e+00
9.063505929944531303e+00,2.312303482945323729e+00
9.397583440546034339e+00,2.391179297137239423e+00
9.713437714557723979e+00,2.474758877054390016e+00
1.001149396769248234e+01,2.563932632461994654e+00
1.029394403497226307e+01,2.658453634225729001e+00
1.056117722806295944e+01,2.757540274771079325e+00
1.081312007767945538e+01,2.860626980098214922e+00
1.105036255118650068e+01,2.967621936612370170e+00
1.127534073096711609e+01,3.079334097043991303e+00
1.148857590856538202e+01,3.195882535570840233e+00
1.168977013775110585e+01,3.317298888490424424e+00
1.187930877162878573e+01,3.444175327507984719e+00
1.205683732669815811e+01,3.576854752866212461e+00
1.222223369346493627e+01,3.715908956924208972e+00
1.237895251349717007e+01,3.860784064594691145e+00
1.252960626783742804e+01,4.009204409269275793e+00
1.267230000954540969e+01,4.160649225727587996e+00
1.280502619543955767e+01,4.315883469405441097e+00
1.292773969738110651e+01,4.477499093371852368e+00
1.303959606736499666e+01,4.645957244846082190e+00
1.313972443037758531e+01,4.820774468947654157e+00
1.322677981397817426e+01,5.002482286242354803e+00
1.330245099278653420e+01,5.192288073039751595e+00
1.337173232729209715e+01,5.387664753692446240e+00
1.343804534343152213e+01,5.586365100019738072e+00
1.350328832124911216e+01,5.787517888778602071e+00
1.356714961843047895e+01,5.990328503411068262e+00
1.362946336668340663e+01,6.194355421744690560e+00
1.368971995610606029e+01,6.399549194095961013e+00
1.374717172008663368e+01,6.604903652143365278e+00
1.380149109944084529e+01,6.810252834965901059e+00
1.385220510006915440e+01,7.015080107405425203e+00
1.389866447281117878e+01,7.219109180561497752e+00
1.394109717666102810e+01,7.421767694928717241e+00
